native_pipe_id,material_original,install_year_original,shape_length,diameter,usage_status,soil_ph,mean_low_temp,soil_moisture_index,abandoned,material,install_year,material_original_encode,material_encode,native_pipe_id_encode,install_year_time_stamp,asset_id
WM00069-C,CIP,S1.7,11.018933309380373,14.0,True,6.817878014092979,4.325172141161772,7.474703724227595,False,CAS,1925-07-01,1,1,44,-1404432000.0,37
WM00438-L,CIP,S14.1,973.6458686570476,8.0,True,6.9876415831729215,4.778560792873511,3.2390459923966795,False,CAS,1938-01-01,1,1,290,-1009843200.0,38
WM12302-P,PVC,H8.12,34.69130423734168,12.0,True,6.193359762859564,4.664021536061084,2.9526634958215188,False,PVC,1995-12-01,4,3,7530,817776000.0,39
WM05831-D,DUC(K),S59.6,292.61547208138654,4.0,True,6.790429304498336,5.791968091990591,3.780921668333774,False,DIP,1983-06-01,3,2,3518,423273600.0,40
WM11054-P,PVC,H19.4,509.9683436311461,6.0,True,7.314679466216066,6.439477969287792,3.4628300853909004,False,PVC,2006-04-01,4,3,6793,1143849600.0,41
WM11547-C,CIP,S17.12,119.59706651385932,6.0,True,8.647295159186939,6.328640321701777,3.054884896072352,False,CAS,1941-12-01,1,1,7074,-886291200.0,42
WM03391-D,DUC(K),S51.2,374.89792128869885,6.0,True,5.998669807646928,8.678830925118753,8.24922410013542,False,DIP,1975-02-01,3,2,2010,160444800.0,43
WM05254-D,DUC(G),H22.3,659.7426794675921,4.0,True,6.764107736550276,5.580498528839234,6.009745524175459,False,DIP,2009-03-01,2,2,3142,1235865600.0,44
WM14597-C,CIP,S26.5,47.3084752560244,4.0,True,7.680422204429226,7.009539051934865,3.5424459918633,False,CAS,1950-05-01,1,1,8949,-620784000.0,45
WM01926-C,CIP,S10.9,39.52293091228785,12.0,True,7.59995357125417,6.942780829501918,2.211541223122562,False,CAS,1934-09-01,1,1,1169,-1115078400.0,46
WM01526-C,CIP,T10.10,56.78154525214632,4.0,True,6.682429846295151,5.767551943648803,3.662195341780911,False,CAS,1920-10-01,1,1,946,-1554249600.0,47
WM14525-C,CIP,S7.6,115.77195262203897,8.0,True,7.032401379654993,5.121316260983391,2.8279281547991952,False,CAS,1931-06-01,1,1,8909,-1217721600.0,48
WM01178-D,DUC(G),S55.9,37.26708256175334,6.0,True,7.921512227776329,8.701849151645938,2.8021281041499813,False,DIP,1979-09-01,2,2,725,304992000.0,49
WM04742-P,PVC,S48.11,996.4540343957416,6.0,False,7.097830002130268,5.92566018834909,3.217361299195037,True,PVC,1972-11-01,4,3,2845,89424000.0,50
WM06220-D,DUC(K),H4.3,176.49771409330424,6.0,True,7.300031383041821,6.859805639777007,3.5587133765956778,False,DIP,1991-03-01,3,2,3748,667785600.0,51
WM02012-C,CIP,S10.11,16.901362748809333,8.0,True,7.573078940895526,6.1518623879183165,2.7675904953278305,False,CAS,1934-11-01,1,1,1221,-1109808000.0,52
WM03729-A,ACON,S35.9,4.720455285940261,6.0,True,6.729556448050543,2.383176240048874,5.967517468734174,False,AC,1959-09-01,0,0,2227,-326160000.0,53
WM10363-A,ACON,S29.7,36.62810043645004,4.0,True,6.749664341539167,4.442612365970107,3.337215502101929,False,AC,1953-07-01,0,0,6390,-520819200.0,54
WM07997-C,CIP,S14.4,56.21246248308307,4.0,True,7.108465014330147,3.327441666095893,3.911969821121564,False,CAS,1938-04-01,1,1,4876,-1002067200.0,55
WM04692-C,CIP,S20.5,140.32334992894903,6.0,True,6.342461429440848,3.098206580325314,3.822417749969976,False,CAS,1944-05-01,1,1,2813,-810086400.0,56
WM02537-A,ACON,S52.10,421.6679651665763,8.0,True,6.994103390645519,8.71945003598534,3.3832299414337146,False,AC,1976-10-01,0,0,1524,212976000.0,57
WM13305-P,PVC,S57.1,65.2780714071123,6.0,True,8.036865894487267,4.606639603375255,3.311198820632303,False,PVC,1981-01-01,4,3,8111,347155200.0,58
WM14094-C,CIP,S13.6,288.99959194882103,12.0,True,6.973548284571493,6.739065165628469,3.1910982276995994,False,CAS,1937-06-01,1,1,8636,-1028332800.0,59
WM01757-C,CIP,S16.8,221.5628943194388,8.0,True,7.226760645429695,3.783862680363984,8.59772881060966,False,CAS,1940-08-01,1,1,1086,-928368000.0,60
WM01839-S,STW,H9.10,94.86248385148792,8.0,False,7.755980473708925,3.936922530951775,6.015566435356703,True,SP,1996-10-01,6,4,1121,844128000.0,61
WM14202-A,ACON,S42.4,19.91929597478156,4.0,True,7.83427076201928,7.545109174325039,3.9759414613449326,False,AC,1966-04-01,0,0,8705,-118454400.0,62
WM02522-C,CIP,S23.7,38.74466866666626,4.0,True,6.758488859671419,8.48935370241202,7.384327906951657,False,CAS,1947-07-01,1,1,1513,-710208000.0,63
WM00420-C,CIP,,228.487827543373,6.0,True,7.698026030323389,7.344377707075126,6.417529428008052,False,CAS,1912-10-01,1,1,282,-1806710400.0,64
WM06664-C,CIP,,92.96082509696134,4.0,True,7.15437954347116,7.85032379270196,3.993858375071919,False,CAS,1957-12-01,1,1,4037,-381369600.0,65
WM02601-D,DUC(G),H5.2,195.8430951013579,6.0,True,6.198729855638024,5.4038087902963685,2.259110217834127,False,DIP,1992-02-01,2,2,1570,696902400.0,66
WM13442-D,DUC(K),H23.4,73.95546537222981,10.0,True,6.207181885139221,7.155534268042667,3.6679228317773447,False,DIP,2010-04-01,3,2,8208,1270080000.0,67
WM08668-C,CIP,S2.6,1.430088398978114,6.0,True,7.786287354608962,6.628241221729955,8.716718317076422,False,CAS,1926-06-01,1,1,5320,-1375488000.0,68
WM14681-P,PVC,S63.10,499.9838339874623,10.0,True,7.211930498024909,6.433322062319559,2.127288775222416,False,PVC,1987-10-01,4,3,8993,560044800.0,69
WM04043-C,CIP,S49.3,71.65373161785828,16.0,True,5.68217477815533,6.875726203635275,7.364936856552269,False,CAS,1973-03-01,1,1,2426,99792000.0,70
WM05522-D,DUC(K),S37.10,11.964171022620576,12.0,True,6.565955060416964,7.112254614566955,7.155580923353744,False,DIP,1961-10-01,3,2,3315,-260409600.0,71
WM02337-C,CIP,S30.12,805.365134542044,4.0,True,7.155623948085558,3.2740558410370943,3.2916452952771778,False,CAS,1954-12-01,1,1,1405,-476064000.0,72
WM04857-A,ACON,S14.6,18.440512883433257,6.0,True,6.333295840636469,7.962094620642767,2.310619680135264,False,AC,1938-06-01,0,0,2909,-996796800.0,73
WM10678-S,STW,S33.2,147.9967907991304,10.0,True,6.324832304265589,6.3183654670759655,3.004808082908089,False,SP,1957-02-01,6,4,6567,-407548800.0,74
WM02785-C,CIP,S13.8,152.62370205658954,4.0,True,6.943186350069351,6.641202833866664,2.529334257498431,False,CAS,1937-08-01,1,1,1686,-1023062400.0,75
WM05328-S,STW,,112.64493929445598,8.0,True,6.73186326235637,9.160450159822618,3.0540219896742213,False,SP,1984-08-01,6,4,3193,460166400.0,76
WM03283-P,PVC,H13.4,13.735933567855682,16.0,True,6.796093180910052,5.1810007447015,3.2754531879685707,False,PVC,2000-04-01,4,3,1959,954547200.0,77
WM05476-C,CIP,S14.8,6.227399671617604,4.0,True,8.512073184775332,8.804608436696515,7.691395540636941,False,CAS,1938-08-01,1,1,3284,-991526400.0,78
WM07572-C,CIP,S44.2,77.0117266819434,4.0,True,6.38916367438028,7.892046320673898,2.517378495318998,False,CAS,1968-02-01,1,1,4613,-60480000.0,79
WM14843-C,CIP,S16.10,136.4643175315141,6.0,True,7.5198468761873585,3.6808569031354383,7.3867695867171665,False,CAS,1940-10-01,1,1,9078,-923097600.0,80
WM06233-P,PVC,H22.11,76.5373514366729,6.0,True,7.622492592828049,5.57123924784017,8.502464506228693,False,PVC,2009-11-01,4,3,3754,1257033600.0,81
WM00040-C,CIP,S11.2,323.831089282874,4.0,True,7.001820566435807,7.627390565655097,5.175739045690972,False,CAS,1935-02-01,1,1,15,-1101859200.0,82
WM04635-C,CIP,S41.11,77.66274946006888,10.0,True,7.763744295166569,7.110124970055165,2.6623561188829603,False,CAS,1965-11-01,1,1,2779,-131500800.0,83
WM04983-S,STP,,636.802341038041,8.0,True,6.815295910979504,7.539517637929507,3.5379397788824978,False,SP,1952-06-01,5,4,2988,-554947200.0,84
WM04252-P,PVC,S47.5,55.259582166865584,6.0,True,7.651585257222555,8.068227904236664,6.1872816230950045,False,PVC,1971-05-01,4,3,2538,41904000.0,85
WM10616-P,PVC,H11.2,113.50622820811986,12.0,True,7.49470725469433,7.1483906926959095,4.0429824182279726,False,PVC,1998-02-01,4,3,6537,886291200.0,86
WM09508-C,CIP,S14.1,113.8645934098604,14.0,False,5.099220672052591,8.259883323004,8.384853286247777,True,CAS,1938-01-01,1,1,5846,-1009843200.0,87
WM06576-A,ACON,S32.10,42.559194866917096,6.0,True,8.031423521970678,5.055314304649673,6.713122958937811,False,AC,1956-10-01,0,0,3979,-418176000.0,88
WM06511-S,ACON,S28.7,44.22503024832986,12.0,True,6.439763048658737,3.569447306538173,7.894129375300602,False,AC,1952-07-01,0,0,3942,-552355200.0,89
WM11049-C,CIP,S23.6,112.51697528876684,10.0,True,7.142170641129576,2.9324738194968294,2.6885970033554987,False,CAS,1947-06-01,1,1,6787,-712800000.0,90
WM14799-A,ACON,S36.9,419.803345237844,8.0,True,5.959554278075684,7.244137039665717,6.732212943478234,False,AC,1960-09-01,0,0,9056,-294537600.0,91
WM13598-A,ACON,S28.12,117.22438338468056,4.0,True,6.902823563940744,2.774299353439141,7.098345229075255,False,AC,1952-12-01,0,0,8316,-539136000.0,92
WM08339-D,DUC(G),H19.2,498.8671043429568,14.0,True,7.219802725261172,2.7109196055227742,9.73943378650053,False,DIP,2006-02-01,2,2,5091,1138752000.0,93
WM10990-A,ACON,S43.2,320.8847936688253,8.0,True,8.49854888042409,3.982694543791163,1.4787720609992645,False,AC,1967-02-01,0,0,6749,-92016000.0,94
WM02847-D,DUC(K),H26.12,358.84290695612435,4.0,True,7.117383682031074,6.493203586933784,6.617260958327134,False,DIP,2013-12-01,3,2,1723,1385856000.0,95
WM11201-C,CIP,S24.3,27.131245504919207,4.0,True,6.191115397632933,6.922929801385507,2.8031166019149865,False,CAS,1948-03-01,1,1,6885,-689126400.0,96
WM13564-C,CIP,S4.1,198.32014099463413,10.0,True,6.269512816445152,4.616994936549716,5.705767197215497,False,CAS,1928-01-01,1,1,8295,-1325462400.0,97
WM01126-P,PVC,S52.8,197.7458927481712,8.0,True,6.7459457604922966,5.854312040074928,6.4334275972765305,False,PVC,1976-08-01,4,3,694,207705600.0,98
WM03099-C,CIP,S10.10,6.329970853701525,16.0,True,8.949764440936033,2.7713421791952086,6.106014892451592,False,CAS,1934-10-01,1,1,1852,-1112486400.0,99
WM13305-C,CIP,T13.11,177.05965404908056,10.0,True,5.94086271212031,6.049829455639723,2.962154167358258,False,CAS,1923-11-01,1,1,8110,-1456963200.0,100
WM12975-S,STW,S4.2,190.62712179182563,10.0,True,6.552507065548848,5.232694605996557,4.454146807939594,False,SP,1928-02-01,6,4,7934,-1322784000.0,101
WM00694-D,DUC(K),S48.11,97.91528655815635,10.0,True,5.663418067142194,4.311920222980699,5.36342172498939,False,DIP,1972-11-01,3,2,442,89424000.0,102
WM03310-C,CIP,S8.10,52.85911760554154,12.0,True,6.588784813326895,3.9958147703575566,3.4711094770633624,False,CAS,1932-10-01,1,1,1974,-1175558400.0,103
WM10389-A,ACON,S14.12,252.8614442113394,6.0,True,6.629841679226291,4.64278162820301,6.195038313988663,False,AC,1938-12-01,0,0,6411,-980985600.0,104
WM11134-D,DUC(G),H9.1,137.83945532290818,8.0,True,7.055248627590364,7.010591712437683,1.556989047898412,False,DIP,1996-01-01,2,2,6837,820454400.0,105
WM03598-D,DUC(K),H12.9,27.588739541410177,8.0,True,6.894561386027578,8.543001155239555,4.497783396252516,False,DIP,1999-09-01,3,2,2137,936144000.0,106
WM02538-C,CIP,S13.2,15.264662164699985,6.0,True,6.700757596447169,6.538228002988908,6.969345480426184,False,CAS,1937-02-01,1,1,1525,-1038700800.0,107
WM11215-S,STW,S5.6,98.28211974398435,16.0,True,7.054365817138797,6.90472328830683,6.516642752584898,False,SP,1929-06-01,6,4,6892,-1280793600.0,108
WM05413-A,ACON,S49.1,203.74757187323848,6.0,True,6.959767431954935,8.463997423201398,2.2641637556600607,False,AC,1973-01-01,0,0,3247,94694400.0,109
WM14074-A,ACON,S35.3,141.4828952707685,6.0,True,7.393667205808174,7.91005958939309,7.32011401913325,False,AC,1959-03-01,0,0,8622,-342057600.0,110
WM11137-P,PVC,S55.2,130.88834806685918,6.0,True,6.380791311014516,6.566859477994547,6.9891076597081705,False,PVC,1979-02-01,4,3,6842,286675200.0,111
WM12438-D,DUC(K),S47.10,363.9378928919105,6.0,True,7.494262090400929,5.152903860615088,2.5077563461394834,False,DIP,1971-10-01,3,2,7608,55123200.0,112
WM05508-D,DUC(K),H25.11,98.2945729698622,14.0,True,8.129391729057847,4.890360485687187,8.027835519145444,False,DIP,2012-11-01,3,2,3307,1351728000.0,113
WM12614-C,CIP,S15.7,759.3358098725294,6.0,True,6.006860445735591,5.272020520964366,3.298538827406127,False,CAS,1939-07-01,1,1,7728,-962668800.0,114
WM08397-C,CIP,T13.7,123.47297407230508,4.0,True,6.182063331644283,6.293804770862566,7.353790536815827,False,CAS,1923-07-01,1,1,5124,-1467590400.0,115
WM11005-C,CIP,T13.6,186.5029729648668,6.0,True,7.603974670522373,5.909353277025827,7.589121918565316,False,CAS,1923-06-01,1,1,6761,-1470182400.0,116
WM11172-D,DUC(K),R4.2,102.82513929390552,16.0,True,6.272342881572804,7.319226243362512,3.238538186657322,False,DIP,2021-02-01,3,2,6867,1612137600.0,117
WM12966-A,ACON,S28.5,402.904730166003,14.0,True,7.884398331685063,7.878202810832,4.235368865253474,False,AC,1952-05-01,0,0,7926,-557625600.0,118
WM06905-S,STP,T2.11,121.28382525649069,4.0,True,6.713740181047098,5.189808030629271,2.582889023282834,False,SP,1912-11-01,5,4,4183,-1804032000.0,119
WM11937-D,DUC(G),S54.10,271.5591299955486,10.0,True,7.037210345320317,6.3479519781973535,2.7768454448641706,False,DIP,1978-10-01,2,2,7313,276048000.0,120
WM12475-C,CIP,S5.7,440.60817642856273,14.0,True,7.334084181663988,6.110511706635258,6.592657506446684,False,CAS,1929-07-01,1,1,7636,-1278201600.0,121
WM03909-C,CIP,S2.10,461.2312910241381,10.0,True,7.975123956662025,8.270232972819972,9.23281898801522,False,CAS,1926-10-01,1,1,2341,-1364947200.0,122
WM08988-P,PVC,H8.2,6.742828164839011,4.0,True,8.004011150700906,7.62369365433111,2.446299141643295,False,PVC,1995-02-01,4,3,5506,791596800.0,123
WM06353-P,PVC,S53.1,2.52300608700898,12.0,True,7.423469217965968,2.90143972644714,5.942158585981728,False,PVC,1977-01-01,4,3,3827,220924800.0,124
WM02050-L,PVC,S51.6,196.9061195532704,8.0,True,6.400648811517966,8.660892934572024,4.577776763741891,False,PVC,1975-06-01,4,3,1246,170812800.0,125
WM14176-S,CIP,S2.12,272.38867904819926,4.0,True,5.770371577645983,6.884094887494135,7.251724029077849,False,CAS,1926-12-01,1,1,8685,-1359676800.0,126
WM09923-A,CIP,S21.6,367.19890473652777,10.0,True,5.319700123346966,8.449602974119836,8.698784269829241,False,CAS,1945-06-01,1,1,6112,-775872000.0,127
WM03946-C,CIP,S13.12,49.82944579577452,8.0,True,6.038167329245003,7.258637318732002,7.311269230849981,False,CAS,1937-12-01,1,1,2369,-1012521600.0,128
WM02652-D,DUC(G),S15.7,384.8075432363112,12.0,True,5.791841369299177,3.373539926483628,3.992340249420744,False,DIP,1939-07-01,2,2,1603,-962668800.0,129
WM02573-D,DUC(G),H19.8,55.69248843334208,8.0,True,7.426558165887013,5.898667984602525,7.617381013594239,False,DIP,2006-08-01,2,2,1547,1154390400.0,130
WM04955-A,ACON,S28.3,155.12802381831716,8.0,True,6.827356462393211,7.706284696086987,6.857045978647956,False,AC,1952-03-01,0,0,2966,-562896000.0,131
WM10562-A,CIP,S6.4,106.19012048158766,12.0,True,7.718938318154439,7.867630545236555,5.66154390189364,False,CAS,1930-04-01,1,1,6518,-1254528000.0,132
WM01675-A,ACON,S35.12,80.75232695146406,10.0,True,7.112879145629455,8.487347746334544,1.6130646311033128,False,AC,1959-12-01,0,0,1038,-318297600.0,133
WM11482-D,DUC(K),S47.11,104.94526599658276,4.0,True,7.876801905573371,4.399482256129053,1.658973571768109,False,DIP,1971-11-01,3,2,7040,57801600.0,134
WM09680-D,DUC(K),H20.2,336.2602057615732,6.0,True,6.962157683489009,7.795105717686759,1.870238969997455,False,DIP,2007-02-01,3,2,5949,1170288000.0,135
WM08386-D,DUC(G),S51.6,56.04915957448975,6.0,True,5.332218715773786,5.050573264529557,1.9009286505148832,False,DIP,1975-06-01,2,2,5118,170812800.0,136
WM11668-L,DUC(K),S47.4,63.48986920696916,12.0,True,6.680412123488231,8.368951015975108,5.899031143008484,False,DIP,1971-04-01,3,2,7150,39312000.0,137
WM10797-A,ACON,S15.1,61.63374325144832,10.0,True,6.136047378798864,4.0399230319044,3.172512422578253,False,AC,1939-01-01,0,0,6634,-978307200.0,138
WM06620-D,DUC(G),S48.10,40.21266909826227,6.0,True,7.532662201099479,7.126422309074748,9.490733783627851,False,DIP,1972-10-01,2,2,4004,86745600.0,139
WM11506-C,CIP,T13.12,316.61385148561385,6.0,True,6.6553784828455615,8.018393824174629,2.143453594060244,False,CAS,1923-12-01,1,1,7050,-1454371200.0,140
WM09825-C,CIP,T13.6,427.7800018762137,6.0,True,6.649564705877852,2.150195876986781,2.547777021240099,False,CAS,1923-06-01,1,1,6046,-1470182400.0,141
WM12818-D,DUC(G),H22.4,40.67029571492458,6.0,True,7.128252416570912,2.796760467251316,2.769611340479203,False,DIP,2009-04-01,2,2,7845,1238544000.0,142
WM13300-A,ACON,S29.9,241.96358440533368,4.0,True,6.396958295853759,5.591998269313037,6.864629320703085,False,AC,1953-09-01,0,0,8107,-515462400.0,143
WM01252-A,ACON,S26.4,437.3526335392744,12.0,True,6.679247069291493,6.636415168517672,5.787676604631486,False,AC,1950-04-01,0,0,770,-623376000.0,144
WM14321-C,CIP,T6.10,654.5346292869363,12.0,True,6.754599371576422,6.316705445393183,6.797594257726747,False,CAS,1916-10-01,1,1,8772,-1680480000.0,145
WM07175-D,DUC(G),S60.8,45.088193253548525,8.0,True,6.284114113412049,5.709818679343834,2.685129955697837,False,DIP,1984-08-01,2,2,4359,460166400.0,146
WM09567-C,CIP,S13.11,175.66322743110504,10.0,True,5.807407783784204,8.651989054595317,2.032585435931848,False,CAS,1937-11-01,1,1,5882,-1015113600.0,147
WM02754-D,DUC(G),S48.1,276.080398565784,4.0,True,8.193477017594557,7.401271511370727,2.6204671486123736,False,DIP,1972-01-01,2,2,1667,63072000.0,148
WM12562-D,DUC(K),S60.6,474.2970573695857,6.0,True,7.108328119476538,8.027419376120577,4.963432383447285,False,DIP,1984-06-01,3,2,7696,454896000.0,149
WM00493-P,PVC,H1.5,13.235764857105096,12.0,True,7.020526662515117,5.190090202716768,2.4203532044187748,False,PVC,1988-05-01,4,3,323,578448000.0,150
WM00671-C,CIP,S18.10,202.53114489007567,10.0,True,6.80029127831975,2.0380334872594794,3.793463871965829,False,CAS,1942-10-01,1,1,422,-860025600.0,151
WM04879-A,ACON,S30.3,382.3004330100157,6.0,True,7.065654317059186,6.551458456755855,7.274454089342546,False,AC,1954-03-01,0,0,2924,-499824000.0,152
WM00118-C,CIP,S52.5,27.06095374168217,8.0,True,8.252233024397377,3.169827390677715,6.6088296571160425,False,CAS,1976-05-01,1,1,88,199756800.0,153
WM05556-P,PVC,H7.2,194.11486233710457,6.0,True,7.232491801418537,7.332380023575713,2.7241827361478705,False,PVC,1994-02-01,4,3,3343,760060800.0,154
WM02739-D,DUC(K),H22.8,261.1573631740175,10.0,True,6.406527773207218,5.941635578140584,3.349507035032523,False,DIP,2009-08-01,3,2,1656,1249084800.0,155
WM08235-C,CIP,T12.6,285.3145546455926,8.0,True,8.298088789100069,6.575015050001359,3.0452838672997125,False,CAS,1922-06-01,1,1,5017,-1501718400.0,156
WM06529-A,ACON,S32.4,187.65115096478257,10.0,True,5.732130836203301,7.000193079595515,4.18943562033401,False,AC,1956-04-01,0,0,3945,-433987200.0,157
WM13685-D,DUC(G),S55.8,215.17659175404697,8.0,True,7.918576001912893,7.213893831941073,5.778666265946454,False,DIP,1979-08-01,2,2,8379,302313600.0,158
WM03476-C,CIP,S15.11,459.8985803808973,4.0,True,8.082487518777715,8.171490003945268,2.9720276773252947,False,CAS,1939-11-01,1,1,2055,-952041600.0,159
WM01137-D,DUC(K),S57.12,165.67820828076947,10.0,True,6.044171373143482,6.627159729920827,2.819981155873493,False,DIP,1981-12-01,3,2,698,376012800.0,160
WM14647-P,PVC,H18.11,82.47087871027179,8.0,True,5.869194654599998,3.204428648754277,2.4816077844271613,False,PVC,2005-11-01,4,3,8971,1130803200.0,161
WM03637-D,DUC(G),H2.7,358.6334321329705,6.0,True,7.039018998578213,5.188896800202304,7.670399289867069,False,DIP,1989-07-01,2,2,2169,615254400.0,162
WM14084-C,CIP,S11.11,79.92304410054203,4.0,True,6.206146007901089,5.401280047492181,2.81739370459724,False,CAS,1935-11-01,1,1,8628,-1078272000.0,163
WM13367-D,DUC(K),H14.5,293.567319480906,16.0,True,7.628479582899681,7.7917526719026045,8.205675950129661,False,DIP,2001-05-01,3,2,8163,988675200.0,164
WM12335-C,CIP,S31.7,198.0660494929325,8.0,True,7.835468815371949,8.138333998820647,7.024201162491503,False,CAS,1955-07-01,1,1,7547,-457747200.0,165
